# time,b dist,b angle,b Ddist,b Dangle,p "Gliders2016" 1 dist,p "Gliders2016" 1 angle,p "Gliders2016" 1 Ddist,p "Gliders2016" 1 Dangle,p "Gliders2016" 1 body,p "Gliders2016" 1 head,p "Gliders2016" 1 pointdir,p "Gliders2016" 1 state,p "Gliders2016" 2 dist,p "Gliders2016" 2 angle,p "Gliders2016" 2 Ddist,p "Gliders2016" 2 Dangle,p "Gliders2016" 2 body,p "Gliders2016" 2 head,p "Gliders2016" 2 pointdir,p "Gliders2016" 2 state,p "Gliders2016" 3 dist,p "Gliders2016" 3 angle,p "Gliders2016" 3 Ddist,p "Gliders2016" 3 Dangle,p "Gliders2016" 3 body,p "Gliders2016" 3 head,p "Gliders2016" 3 pointdir,p "Gliders2016" 3 state,p "Gliders2016" 4 dist,p "Gliders2016" 4 angle,p "Gliders2016" 4 Ddist,p "Gliders2016" 4 Dangle,p "Gliders2016" 4 body,p "Gliders2016" 4 head,p "Gliders2016" 4 pointdir,p "Gliders2016" 4 state,p "Gliders2016" 5 dist,p "Gliders2016" 5 angle,p "Gliders2016" 5 Ddist,p "Gliders2016" 5 Dangle,p "Gliders2016" 5 body,p "Gliders2016" 5 head,p "Gliders2016" 5 pointdir,p "Gliders2016" 5 state,p "Gliders2016" 6 dist,p "Gliders2016" 6 angle,p "Gliders2016" 6 Ddist,p "Gliders2016" 6 Dangle,p "Gliders2016" 6 body,p "Gliders2016" 6 head,p "Gliders2016" 6 pointdir,p "Gliders2016" 6 state,p "Gliders2016" 7 dist,p "Gliders2016" 7 angle,p "Gliders2016" 7 Ddist,p "Gliders2016" 7 Dangle,p "Gliders2016" 7 body,p "Gliders2016" 7 head,p "Gliders2016" 7 pointdir,p "Gliders2016" 7 state,p "Gliders2016" 8 dist,p "Gliders2016" 8 angle,p "Gliders2016" 8 Ddist,p "Gliders2016" 8 Dangle,p "Gliders2016" 8 body,p "Gliders2016" 8 head,p "Gliders2016" 8 pointdir,p "Gliders2016" 8 state,p "Gliders2016" 9 dist,p "Gliders2016" 9 angle,p "Gliders2016" 9 Ddist,p "Gliders2016" 9 Dangle,p "Gliders2016" 9 body,p "Gliders2016" 9 head,p "Gliders2016" 9 pointdir,p "Gliders2016" 9 state,p "Gliders2016" 10 dist,p "Gliders2016" 10 angle,p "Gliders2016" 10 Ddist,p "Gliders2016" 10 Dangle,p "Gliders2016" 10 body,p "Gliders2016" 10 head,p "Gliders2016" 10 pointdir,p "Gliders2016" 10 state,p "Gliders2016" 11 dist,p "Gliders2016" 11 angle,p "Gliders2016" 11 Ddist,p "Gliders2016" 11 Dangle,p "Gliders2016" 11 body,p "Gliders2016" 11 head,p "Gliders2016" 11 pointdir,p "Gliders2016" 11 state,p "HELIOS2016" 1 dist,p "HELIOS2016" 1 angle,p "HELIOS2016" 1 Ddist,p "HELIOS2016" 1 Dangle,p "HELIOS2016" 1 body,p "HELIOS2016" 1 head,p "HELIOS2016" 1 pointdir,p "HELIOS2016" 1 state,p "HELIOS2016" 2 dist,p "HELIOS2016" 2 angle,p "HELIOS2016" 2 Ddist,p "HELIOS2016" 2 Dangle,p "HELIOS2016" 2 body,p "HELIOS2016" 2 head,p "HELIOS2016" 2 pointdir,p "HELIOS2016" 2 state,p "HELIOS2016" 3 dist,p "HELIOS2016" 3 angle,p "HELIOS2016" 3 Ddist,p "HELIOS2016" 3 Dangle,p "HELIOS2016" 3 body,p "HELIOS2016" 3 head,p "HELIOS2016" 3 pointdir,p "HELIOS2016" 3 state,p "HELIOS2016" 4 dist,p "HELIOS2016" 4 angle,p "HELIOS2016" 4 Ddist,p "HELIOS2016" 4 Dangle,p "HELIOS2016" 4 body,p "HELIOS2016" 4 head,p "HELIOS2016" 4 pointdir,p "HELIOS2016" 4 state,p "HELIOS2016" 5 dist,p "HELIOS2016" 5 angle,p "HELIOS2016" 5 Ddist,p "HELIOS2016" 5 Dangle,p "HELIOS2016" 5 body,p "HELIOS2016" 5 head,p "HELIOS2016" 5 pointdir,p "HELIOS2016" 5 state,p "HELIOS2016" 6 dist,p "HELIOS2016" 6 angle,p "HELIOS2016" 6 Ddist,p "HELIOS2016" 6 Dangle,p "HELIOS2016" 6 body,p "HELIOS2016" 6 head,p "HELIOS2016" 6 pointdir,p "HELIOS2016" 6 state,p "HELIOS2016" 7 dist,p "HELIOS2016" 7 angle,p "HELIOS2016" 7 Ddist,p "HELIOS2016" 7 Dangle,p "HELIOS2016" 7 body,p "HELIOS2016" 7 head,p "HELIOS2016" 7 pointdir,p "HELIOS2016" 7 state,p "HELIOS2016" 8 dist,p "HELIOS2016" 8 angle,p "HELIOS2016" 8 Ddist,p "HELIOS2016" 8 Dangle,p "HELIOS2016" 8 body,p "HELIOS2016" 8 head,p "HELIOS2016" 8 pointdir,p "HELIOS2016" 8 state,p "HELIOS2016" 9 dist,p "HELIOS2016" 9 angle,p "HELIOS2016" 9 Ddist,p "HELIOS2016" 9 Dangle,p "HELIOS2016" 9 body,p "HELIOS2016" 9 head,p "HELIOS2016" 9 pointdir,p "HELIOS2016" 9 state,p "HELIOS2016" 10 dist,p "HELIOS2016" 10 angle,p "HELIOS2016" 10 Ddist,p "HELIOS2016" 10 Dangle,p "HELIOS2016" 10 body,p "HELIOS2016" 10 head,p "HELIOS2016" 10 pointdir,p "HELIOS2016" 10 state,p "HELIOS2016" 11 dist,p "HELIOS2016" 11 angle,p "HELIOS2016" 11 Ddist,p "HELIOS2016" 11 Dangle,p "HELIOS2016" 11 body,p "HELIOS2016" 11 head,p "HELIOS2016" 11 pointdir,p "HELIOS2016" 11 state,u "Gliders2016" 1 dist,u "Gliders2016" 1 angle,u "Gliders2016" 1 pointdir,u "Gliders2016" 1 state,u "Gliders2016" 2 dist,u "Gliders2016" 2 angle,u "Gliders2016" 2 pointdir,u "Gliders2016" 2 state,u "Gliders2016" 3 dist,u "Gliders2016" 3 angle,u "Gliders2016" 3 pointdir,u "Gliders2016" 3 state,u "Gliders2016" 4 dist,u "Gliders2016" 4 angle,u "Gliders2016" 4 pointdir,u "Gliders2016" 4 state,u "HELIOS2016" 1 dist,u "HELIOS2016" 1 angle,u "HELIOS2016" 1 pointdir,u "HELIOS2016" 1 state,u "HELIOS2016" 2 dist,u "HELIOS2016" 2 angle,u "HELIOS2016" 2 pointdir,u "HELIOS2016" 2 state,u "HELIOS2016" 3 dist,u "HELIOS2016" 3 angle,u "HELIOS2016" 3 pointdir,u "HELIOS2016" 3 state,u "HELIOS2016" 4 dist,u "HELIOS2016" 4 angle,u "HELIOS2016" 4 pointdir,u "HELIOS2016" 4 state,U 1 dist,U 1 angle,U 2 dist,U 2 angle,U 3 dist,U 3 angle,U 4 dist,U 4 angle
3077,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",3.7,-6,-0.37,-1.2,178,113,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",36.6,3,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3080,18.2,83,-1.46,-3.1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",12.2,-76,-0.244,0.1,92,137,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",13.5,-33,-0,0.2,-85,5,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",8.2,-32,-0.164,1.2,103,111,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",6.7,38,0.134,1.6,68,115,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",14.9,74,0,1.3,180,-163,NAN,"",22.2,44,0,-0.2,-66,-156,NAN,"",33.1,75,0,-0.2,-58,-103,NAN,"",27.1,-8,0,0.4,-10,50,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",14.9,-30,0,1.1,9,-81,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,-68,-0.542,0.1,128,78,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",2.2,170,60.3,26,NAN,NAN,NAN,NAN
3083,16.4,78,0,4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,-73,-0.22,0.7,91,102,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",13.5,-36,0,0,-88,-178,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",7.4,-22,-0.148,1.8,97,131,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",9,51,0.18,1.1,174,97,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",16.4,75,0.328,0.2,-151,176,NAN,"k",24.5,40,0,-0.2,-51,-141,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,86,0,-0.1,-114,-87,NAN,"",14.9,-22,0.298,1.5,6,96,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,-70,-0.49,0.2,74,74,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,70,NAN,"",27.1,-7,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",2.7,121,60.3,24,NAN,NAN,NAN,NAN
3086,18.2,6,0.364,1.2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",2.7,39,0,-0.2,1,-89,NAN,"",13.5,34,-0,-0.1,77,38,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,38,-0,-0,-92,-82,NAN,"",10,19,0,-0,-159,-115,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,26,-0,-0,-89,-132,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,25,-0,-0.7,-67,23,NAN,"",9,-23,-0.18,0.4,148,58,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,1,0,0.6,71,-1,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,-82,0,0,-25,65,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,10,-0,-0.1,-160,-159,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,39,-0,-0.2,-158,-123,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,39,-0,-0.7,-67,-62,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",24.5,-41,NAN,"",33.1,-7,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",60.3,-51,NAN,NAN,NAN,NAN,NAN,NAN
3089,20.1,-59,1.21,0.5,36.6,58,-0,-0,-29,-119,NAN,"g",2.7,-30,0,-0,-63,-144,NAN,"",14.9,-30,0,0.3,-69,-120,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,-31,-0,-0,-157,-146,NAN,"",11,-49,0,0,109,19,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,-41,0,0.3,168,179,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,-47,-0,-0.1,43,-47,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,-61,0,0.3,3,93,NAN,"k",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,-30,-0,-0,60,150,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,-74,NAN,"",27.1,-59,NAN,"",30,-29,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3091,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,-23,-0,-0.9,47,-23,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",13.5,6,-0,-1.1,-68,-143,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",8.2,25,-0.164,-0.5,24,114,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,45,-0,-0,106,-164,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",14.9,30,-0.298,-0.2,-104,-150,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,-13,-0,0,-108,162,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3093,24.5,7,0.98,0.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",4.1,39,-0.082,0.3,-97,-113,NAN,"",16.4,33,0,0.6,-31,-43,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,18,0,1.1,-1,-91,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,23,0,0.1,-15,-80,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,21,0.402,0.7,24,-36,NAN,"",7.4,-19,-0.148,1.5,163,-173,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",18.2,2,-0,0,-103,-84,NAN,"",22.2,-40,-0,1,20,79,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,6,-0,0.5,129,-141,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,33,0,0.5,72,152,NAN,"",24.5,31,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,-7,NAN,"",30,35,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",60.3,-58,NAN,NAN,NAN,NAN,NAN,NAN
3095,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,-28,0,-0.4,146,72,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",13.5,0,-0,-0.3,157,-153,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",6.7,17,-0,-0.5,155,-120,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,47,0,0.3,95,-175,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",13.5,27,-0,-0.2,-103,-150,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,-16,0,-0.2,9,99,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3097,27.1,-20,-0.542,-2.2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",4.1,21,0,0.1,-23,27,NAN,"",16.4,9,0,0,-51,-61,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,5,0,0,-90,-79,NAN,"",11,-5,0,0.1,-25,-6,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,-3,0,0.1,9,-50,NAN,"",4.5,-37,-0.18,0.6,136,46,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",16.4,-30,-0,-0.6,-130,140,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,-19,-0,0,103,99,NAN,"k",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,8,0,0,94,-176,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,12,0,0.2,44,4,NAN,"",30,-5,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,-32,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3099,27.1,2,1.08,0.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",3.7,41,-0.222,0.2,-104,-71,NAN,"",18.2,27,0,0.2,-35,-26,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,16,-0,0.8,-8,1,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,17,-0,0.4,-48,-38,NAN,"",3,-9,-0.36,3.3,155,-165,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",16.4,-13,-0,0,-42,48,NAN,"",22.2,-44,-0,0.6,54,142,NAN,"",33.1,-13,-0,0.1,-145,125,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,1,-0,0.3,122,-169,NAN,"k",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,28,0,0.4,113,-160,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,31,-0,0.3,167,-108,NAN,"",24.5,25,NAN,"",30,15,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3101,24.5,-23,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",3.3,15,-0,0,-36,-22,NAN,"",18.2,1,0,0,-59,-69,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,-1,-0,0,-99,-108,NAN,"",11,-9,-0,0.1,-33,-14,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",22.2,-9,-0,0.1,-69,-59,NAN,"",2.5,-31,-0.05,0.6,-62,-26,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",16.4,-42,0,-0.7,-118,-28,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",27.1,-24,-0,0.4,96,161,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,2,0,0,-98,-159,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,5,-0,0,80,119,NAN,"",30,-11,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,-39,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
3103,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",11,49,0,-0,-128,-177,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",40.4,-25,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",3,-145,NAN,NAN,NAN,NAN,NAN,NAN
3105,27.1,25,0.542,3.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",16.4,35,-0,1,104,34,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,30,-0,0,97,7,NAN,"",10,19,-0.2,0.4,103,-167,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,19,-0,-0,152,171,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,23,-0,0.4,90,-180,NAN,"",2,-33,-0.16,-8.1,-179,-165,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",14.9,-21,-0,-0.9,97,137,NAN,"",22.2,-41,-0,-0.2,84,121,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",24.5,7,-0,0.2,81,171,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",30,34,-0,0.4,96,-174,NAN,"",NAN,NAN,NAN,NAN,NAN,NAN,NAN,"nan",20.1,33,-0.402,-0.5,115,25,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",33.1,-9,NAN,"",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,"nan",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
